Name,Number of Samples,Runtime [s],Time to Best Design [s],Die Area,Design Area,% Area Utilization,Maximum X Coordinate,Total Wire Length,Max Wire Length,Max Wire Location,Mean Wire Length,Median Wire Length,Concentrations,Concentration Error [%]
eight_samples,8,1832.791044473648,1821.1057238578796," 0 0 2550 1590
",344700,11%,2850000," 13550 um.
",13.25182,connect6,5.8704082608695645,5.50191,100,9.017649599999999
,,,,,,,,,,,,,100,7.4247215999999945
,,,,,,,,,,,,,100,6.814688800000002
,,,,,,,,,,,,,100,0.4268944000000108
,,,,,,,,,,,,,100,10.503166399999998
,,,,,,,,,,,,,100,1.2214616000000067
,,,,,,,,,,,,,100,2.1794223999999973
,,,,,,,,,,,,,100,4.750339199999997
eight_samples,8,1812.9900448322296,1800.389194726944," 0 0 2550 1590
",362700,11%,2760000," 16101 um.
",15.731819999999994,connect12,7.0185900000000006,7.09791,50,5.233254938337262
,,,,,,,,,,,,,100,3.107475827686887
,,,,,,,,,,,,,100,4.4036588600914754
,,,,,,,,,,,,,100,10.755834268895859
,,,,,,,,,,,,,100,4.69194986729874
,,,,,,,,,,,,,100,1.4114370352859344
,,,,,,,,,,,,,100,1.9328850483221354
,,,,,,,,,,,,,100,4.222006605550172
