Name,Number of Samples,Runtime [s],Time to Best Design [s],Die Area,Design Area,% Area Utilization,Maximum X Coordinate,Total Wire Length,Max Wire Length,Max Wire Location,Mean Wire Length,Median Wire Length,Concentrations,Concentration Error [%],Required Volume [mL]
eight_samples,8,1853.7672033309937,1840.343379020691," 0 0 2550 1590
",344700,11%,2910000," 13550 um.
",13.25182,connect6,5.8704082608695645,5.50191,100,9.017649599999999,2.9499187199999998e-05
,,,,,,,,,,,,,100,7.4247215999999945,2.9499187199999998e-05
,,,,,,,,,,,,,100,6.814688800000002,2.9499187199999998e-05
,,,,,,,,,,,,,100,0.4268944000000108,2.9499187199999998e-05
,,,,,,,,,,,,,100,10.503166399999998,2.9499187199999998e-05
,,,,,,,,,,,,,100,1.2214616000000067,2.9499187199999998e-05
,,,,,,,,,,,,,100,2.1794223999999973,2.9499187199999998e-05
,,,,,,,,,,,,,100,4.750339199999997,2.9499187199999998e-05
eight_samples,8,1861.9512095451355,1849.180079460144," 0 0 2550 1590
",362700,11%,2760000," 16101 um.
",15.731819999999994,connect12,7.0185900000000006,7.09791,50,5.233254938337262,5.8998374399999996e-05
,,,,,,,,,,,,,100,3.107475827686887,0.00011799674879999999
,,,,,,,,,,,,,100,4.4036588600914754,0.00011799674879999999
,,,,,,,,,,,,,100,10.755834268895859,0.00011799674879999999
,,,,,,,,,,,,,100,4.69194986729874,0.00011799674879999999
,,,,,,,,,,,,,100,1.4114370352859344,0.00011799674879999999
,,,,,,,,,,,,,100,1.9328850483221354,0.00011799674879999999
,,,,,,,,,,,,,100,4.222006605550172,0.00011799674879999999
eight_samples,8,2169.557578086853,2167.9895343780518," 0 0 2550 1590
",643500,20%,3540000," 13971 um.
",17.643819999999998,connect6,6.123459565217391,6.10191,13,9.094506490549346,0.0003607977511384615
,,,,,,,,,,,,,98,14.741010771582424,0.0009158712144284024
,,,,,,,,,,,,,33,41.17782402867513,0.0018594961020213015
,,,,,,,,,,,,,67,15.81708064345399,0.002414569565311242
,,,,,,,,,,,,,87,1.9471032797049252,0.0027198599701207097
,,,,,,,,,,,,,159,7.149419020430339,0.0028308746627786967
,,,,,,,,,,,,,156,43.36333109697224,0.004329573013661537
,,,,,,,,,,,,,102,18.522355352125825,0.004412834033155029
eight_samples,8,1874.6973612308502,1862.2790033817291," 0 0 2550 1590
",1557900,48%,2550000," 14032 um.
",19.63582,connect1,6.046862608695653,4.929910000000001,5,18.12191199095599,0.0014454601727999998
,,,,,,,,,,,,,16,6.7898821315661815,0.004625472552959999
,,,,,,,,,,,,,94,18.622695591468815,0.019947350384639993
,,,,,,,,,,,,,87,12.776280779037712,0.02515100700671999
,,,,,,,,,,,,,96,3.9873489260702617,0.027174651248639988
,,,,,,,,,,,,,69,2.833432411455229,0.02775283531776
,,,,,,,,,,,,,245,24.026668214285696,0.06880390422527999
,,,,,,,,,,,,,238,22.28630574694724,0.07082754846719998
