Name,Number of Samples,Runtime [s],Time to Best Design [s],Die Area,Design Area,% Area Utilization,Maximum X Coordinate,Total Wire Length,Max Wire Length,Max Wire Location,Mean Wire Length,Median Wire Length,Concentrations,Concentration Error [%],Channel Volume [mL],Required Volume [mL]
ten_samples,10,1926.6836268901825,1915.8172187805176," 0 0 5100 3180
",666900,4%,3780000,181.43939,12.457909999999995,connect0,6.256530689655173,6.553909999999997,24,90.05533950879658,0.000264263552,0.000264263552
,,,,,,,,,,,,,69,93.88464194238739,9.609583709090908e-05,0.000726724768
,,,,,,,,,,,,,100,92.28115946808717,9.19177572173913e-05,0.0007597577119999999
,,,,,,,,,,,,,85,87.18493049009062,7.461559115294116e-05,0.0009359334133333331
,,,,,,,,,,,,,96,82.38011535090453,6.6065888e-05,0.001057054208
,,,,,,,,,,,,,66,67.14359829998115,6.342325248000001e-05,0.001101098133333333
,,,,,,,,,,,,,152,63.713236827884,4.878711729230768e-05,0.0014314275733333332
,,,,,,,,,,,,,130,14.91803351229509,4.172582399999999e-05,0.0016736691626666662
,,,,,,,,,,,,,215,69.07496053958116,3.4469158956521724e-05,0.002026020565333334
,,,,,,,,,,,,,184,160.9262984725619,2.9499187199999998e-05,0.0023673609866666665
ten_samples,10,1947.4115788936615,1935.367930173874," 0 0 5100 3180
",666900,4%,3780000,181.43939,12.457909999999995,connect0,6.256530689655173,6.553909999999997,24,79.74961727199097,0.000264263552,0.000264263552
,,,,,,,,,,,,,69,88.32780662748829,9.609583709090908e-05,0.000726724768
,,,,,,,,,,,,,100,83.02215209564436,9.19177572173913e-05,0.0007597577119999999
,,,,,,,,,,,,,85,63.49314040352832,7.461559115294116e-05,0.0009359334133333331
,,,,,,,,,,,,,96,50.13036284669554,6.6065888e-05,0.001057054208
,,,,,,,,,,,,,66,2.945060128755815,6.342325248000001e-05,0.001101098133333333
,,,,,,,,,,,,,152,31.55486229852072,4.878711729230768e-05,0.0014314275733333332
,,,,,,,,,,,,,130,1.475254441188126,4.172582399999999e-05,0.0016736691626666662
,,,,,,,,,,,,,215,96.78152306859617,3.4469158956521724e-05,0.002026020565333334
,,,,,,,,,,,,,184,8.56707313258083,2.9499187199999998e-05,0.0023673609866666665
ten_samples,10,3668.763522386551,3654.915045261383," 0 0 5100 3180
",666900,4%,4860000,181.43939,12.457909999999995,connect0,6.256530689655173,6.553909999999997,24,27.24576051894816,0.000264263552,0.000264263552
,,,,,,,,,,,,,69,54.73914668116041,9.609583709090908e-05,0.000726724768
,,,,,,,,,,,,,100,37.650635176425084,9.19177572173913e-05,0.0007597577119999999
,,,,,,,,,,,,,85,15.95315657757927,7.461559115294116e-05,0.0009359334133333331
,,,,,,,,,,,,,96,43.86621121369039,6.6065888e-05,0.001057054208
,,,,,,,,,,,,,66,11.61150076446592,6.342325248000001e-05,0.001101098133333333
,,,,,,,,,,,,,152,4.72561327105287,4.878711729230768e-05,0.0014314275733333332
,,,,,,,,,,,,,130,2.7680941569202275,4.172582399999999e-05,0.0016736691626666662
,,,,,,,,,,,,,215,2.6226471489192478,3.4469158956521724e-05,0.002026020565333334
,,,,,,,,,,,,,184,6.189022291945534,2.9499187199999998e-05,0.0023673609866666665
ten_samples,10,7215.673151016235,7203.056117296219," 0 0 5100 3180
",666900,4%,5460000,181.43939,12.457909999999995,connect0,6.256530689655173,6.553909999999997,24,17.718772916271607,0.000264263552,0.000264263552
,,,,,,,,,,,,,69,12.183123513825672,9.609583709090908e-05,0.000726724768
,,,,,,,,,,,,,100,1.1869005798168897,9.19177572173913e-05,0.0007597577119999999
,,,,,,,,,,,,,85,0.05080450868815467,7.461559115294116e-05,0.0009359334133333331
,,,,,,,,,,,,,96,4.242687751743322,6.6065888e-05,0.001057054208
,,,,,,,,,,,,,66,1.0989578399765914,6.342325248000001e-05,0.001101098133333333
,,,,,,,,,,,,,152,11.192597364667055,4.878711729230768e-05,0.0014314275733333332
