Name,Number of Samples,Runtime [s],Time to Best Design [s],Die Area,Design Area,% Area Utilization,Maximum X Coordinate,Total Wire Length,Max Wire Length,Max Wire Location,Mean Wire Length,Median Wire Length,Concentrations,Concentration Error [%],Channel Volume [mL],Required Volume [mL]
,,,,,,,,,,,,,130,17.742554531856396,4.172582399999999e-05,0.0016736691626666662
,,,,,,,,,,,,,215,8.827908586835708,3.4469158956521724e-05,0.002026020565333334
,,,,,,,,,,,,,184,4.846773897530383,2.9499187199999998e-05,0.0023673609866666665
ten_samples,10,12138.412303447723,12138.381911039352," 0 0 5100 3180
",666900,4%,4890000,181.43939,12.457909999999995,connect0,6.256530689655173,6.553909999999997,24,2.06406794006014,0.000264263552,0.000264263552
,,,,,,,,,,,,,69,0.9854361709355176,9.609583709090908e-05,0.000726724768
,,,,,,,,,,,,,100,1.5202450148402575,9.19177572173913e-05,0.0007597577119999999
,,,,,,,,,,,,,85,2.560391036431698,7.461559115294116e-05,0.0009359334133333331
,,,,,,,,,,,,,96,1.7824602494552075,6.6065888e-05,0.001057054208
,,,,,,,,,,,,,66,2.8577293002595083,6.342325248000001e-05,0.001101098133333333
,,,,,,,,,,,,,152,0.8835963127379567,4.878711729230768e-05,0.0014314275733333332
,,,,,,,,,,,,,130,1.3516922158792464,4.172582399999999e-05,0.0016736691626666662
,,,,,,,,,,,,,215,0.9839065826826565,3.4469158956521724e-05,0.002026020565333334
,,,,,,,,,,,,,184,1.8071891451326865,2.9499187199999998e-05,0.0023673609866666665
ten_samples,10,28.626205682754517,28.58532452583313," 0 0 10200 6360
",666900,1%,0,188.05593000000005,14.793910000000004,connect0,6.484687241379312,6.497910000000008,24,2.06406794006014,0.000264263552,0.000264263552
,,,,,,,,,,,,,69,0.9854361709355176,9.609583709090908e-05,0.000726724768
,,,,,,,,,,,,,100,1.5202450148402575,9.19177572173913e-05,0.0007597577119999999
,,,,,,,,,,,,,85,2.560391036431698,7.461559115294116e-05,0.0009359334133333331
,,,,,,,,,,,,,96,1.7824602494552075,6.6065888e-05,0.001057054208
,,,,,,,,,,,,,66,2.8577293002595083,6.342325248000001e-05,0.001101098133333333
,,,,,,,,,,,,,152,0.8835963127379567,4.878711729230768e-05,0.0014314275733333332
,,,,,,,,,,,,,130,1.3516922158792464,4.172582399999999e-05,0.0016736691626666662
,,,,,,,,,,,,,215,0.9839065826826565,3.4469158956521724e-05,0.002026020565333334
,,,,,,,,,,,,,184,1.8071891451326865,2.9499187199999998e-05,0.0023673609866666665
ten_samples,10,1813.6155829429626,1801.8698859214783," 0 0 10200 6360
",666900,1%,7230000,188.05593000000005,14.793910000000004,connect0,6.484687241379312,6.497910000000008,24,71.54050405755213,0.000264263552,0.000264263552
,,,,,,,,,,,,,69,81.04954310754808,9.609583709090908e-05,0.000726724768
,,,,,,,,,,,,,100,75.4258594210864,9.19177572173913e-05,0.0007597577119999999
,,,,,,,,,,,,,85,67.78772929724119,7.461559115294116e-05,0.0009359334133333331
,,,,,,,,,,,,,96,51.99804292075627,6.6065888e-05,0.001057054208
,,,,,,,,,,,,,66,5.169575904419965,6.342325248000001e-05,0.001101098133333333
,,,,,,,,,,,,,152,45.58202792169451,4.878711729230768e-05,0.0014314275733333332
,,,,,,,,,,,,,130,39.705769949264415,4.172582399999999e-05,0.0016736691626666662
,,,,,,,,,,,,,215,57.609160422168614,3.4469158956521724e-05,0.002026020565333334
,,,,,,,,,,,,,184,0.24925200622504792,2.9499187199999998e-05,0.0023673609866666665
ten_samples,10,3636.8206825256348,3623.772246837616," 0 0 10200 6360
",666900,1%,7200000,188.05593000000005,14.793910000000004,connect0,6.484687241379312,6.497910000000008,24,1.1387886476351943,0.000264263552,0.000264263552
,,,,,,,,,,,,,69,60.12409895373326,9.609583709090908e-05,0.000726724768
,,,,,,,,,,,,,100,47.74153153608345,9.19177572173913e-05,0.0007597577119999999
,,,,,,,,,,,,,85,25.141449487215063,7.461559115294116e-05,0.0009359334133333331
,,,,,,,,,,,,,96,11.405278649082847,6.6065888e-05,0.001057054208
,,,,,,,,,,,,,66,6.972551643626947,6.342325248000001e-05,0.001101098133333333
,,,,,,,,,,,,,152,6.246272998499838,4.878711729230768e-05,0.0014314275733333332
,,,,,,,,,,,,,130,1.1765271154413166,4.172582399999999e-05,0.0016736691626666662
,,,,,,,,,,,,,215,10.083209881176435,3.4469158956521724e-05,0.002026020565333334
,,,,,,,,,,,,,184,2.3922911905458037,2.9499187199999998e-05,0.0023673609866666665
ten_samples,10,7218.721595287323,7207.3831033706665," 0 0 10200 6360
",666900,1%,7290000,188.05593000000005,14.793910000000004,connect0,6.484687241379312,6.497910000000008,24,2.2485840371499375,0.000264263552,0.000264263552
,,,,,,,,,,,,,69,18.16268836198111,9.609583709090908e-05,0.000726724768
,,,,,,,,,,,,,100,2.7951408390180643,9.19177572173913e-05,0.0007597577119999999
,,,,,,,,,,,,,85,7.591758724940366,7.461559115294116e-05,0.0009359334133333331
,,,,,,,,,,,,,96,6.260064887219214,6.6065888e-05,0.001057054208
,,,,,,,,,,,,,66,3.1094847021060374,6.342325248000001e-05,0.001101098133333333
,,,,,,,,,,,,,152,1.0224192231142686,4.878711729230768e-05,0.0014314275733333332
,,,,,,,,,,,,,130,6.492931578732343,4.172582399999999e-05,0.0016736691626666662
,,,,,,,,,,,,,215,0.5533993228672578,3.4469158956521724e-05,0.002026020565333334
,,,,,,,,,,,,,184,1.9195623574244476,2.9499187199999998e-05,0.0023673609866666665
ten_samples,10,14523.460911989212,14510.284162044525," 0 0 10200 6360
",666900,1%,7290000,188.05593000000005,14.793910000000004,connect0,6.484687241379312,6.497910000000008,24,1.3041291092815983,0.000264263552,0.000264263552
,,,,,,,,,,,,,69,3.553379985053331,9.609583709090908e-05,0.000726724768
,,,,,,,,,,,,,100,4.044280958971572,9.19177572173913e-05,0.0007597577119999999
,,,,,,,,,,,,,85,2.0574635121112754,7.461559115294116e-05,0.0009359334133333331
,,,,,,,,,,,,,96,2.5348720927272534,6.6065888e-05,0.001057054208
,,,,,,,,,,,,,66,2.5098125049113897,6.342325248000001e-05,0.001101098133333333
,,,,,,,,,,,,,152,1.7508881122179658,4.878711729230768e-05,0.0014314275733333332
,,,,,,,,,,,,,130,0.06406957516016419,4.172582399999999e-05,0.0016736691626666662
,,,,,,,,,,,,,215,3.6486753069773163,3.4469158956521724e-05,0.002026020565333334
,,,,,,,,,,,,,184,2.978671697367121,2.9499187199999998e-05,0.0023673609866666665
ten_samples,10,1877.2269513607025,1863.8782331943512," 0 0 20400 12720
",666900,0%,12210000,204.47975000000005,15.531820000000009,connect8,7.051025862068967,6.102089999999992,24,76.22515187211634,0.000264263552,0.000264263552
,,,,,,,,,,,,,69,86.9177708913649,9.609583709090908e-05,0.000726724768
,,,,,,,,,,,,,100,78.06446431881628,9.19177572173913e-05,0.0007597577119999999
,,,,,,,,,,,,,85,70.30319355738914,7.461559115294116e-05,0.0009359334133333331
,,,,,,,,,,,,,96,61.09586804054563,6.6065888e-05,0.001057054208
,,,,,,,,,,,,,66,42.995186314115166,6.342325248000001e-05,0.001101098133333333
,,,,,,,,,,,,,152,19.40193479419174,4.878711729230768e-05,0.0014314275733333332
,,,,,,,,,,,,,130,29.52298905505748,4.172582399999999e-05,0.0016736691626666662
,,,,,,,,,,,,,215,14.569972820623672,3.4469158956521724e-05,0.002026020565333334
,,,,,,,,,,,,,184,155.45018056963903,2.9499187199999998e-05,0.0023673609866666665
ten_samples,10,3661.5866231918335,3647.114317417145," 0 0 20400 12720
",666900,0%,13230000,204.47975000000005,15.531820000000009,connect8,7.051025862068967,6.102089999999992,24,8.716641615435424,0.000264263552,0.000264263552
,,,,,,,,,,,,,69,70.4728498879,9.609583709090908e-05,0.000726724768
,,,,,,,,,,,,,100,53.37471258130703,9.19177572173913e-05,0.0007597577119999999
,,,,,,,,,,,,,85,24.70998927005231,7.461559115294116e-05,0.0009359334133333331
,,,,,,,,,,,,,96,1.4310338586386293,6.6065888e-05,0.001057054208
,,,,,,,,,,,,,66,22.77308035204331,6.342325248000001e-05,0.001101098133333333
,,,,,,,,,,,,,152,9.193482782173568,4.878711729230768e-05,0.0014314275733333332
,,,,,,,,,,,,,130,8.236493683091213,4.172582399999999e-05,0.0016736691626666662
,,,,,,,,,,,,,215,7.681123748896962,3.4469158956521724e-05,0.002026020565333334
,,,,,,,,,,,,,184,0.1123627843846707,2.9499187199999998e-05,0.0023673609866666665
ten_samples,10,7255.431654214859,7242.159525871277," 0 0 20400 12720
",666900,0%,13170000,204.47975000000005,15.531820000000009,connect8,7.051025862068967,6.102089999999992,24,1.3434547158125314,0.000264263552,0.000264263552
,,,,,,,,,,,,,69,20.922843433657174,9.609583709090908e-05,0.000726724768
,,,,,,,,,,,,,100,3.6011420552217426,9.19177572173913e-05,0.0007597577119999999
,,,,,,,,,,,,,85,7.085707171603717,7.461559115294116e-05,0.0009359334133333331
,,,,,,,,,,,,,96,1.1138165357315375,6.6065888e-05,0.001057054208
,,,,,,,,,,,,,66,2.8115465685238727,6.342325248000001e-05,0.001101098133333333
,,,,,,,,,,,,,152,0.9125560532316307,4.878711729230768e-05,0.0014314275733333332
,,,,,,,,,,,,,130,0.3214570758036447,4.172582399999999e-05,0.0016736691626666662
,,,,,,,,,,,,,215,1.420170543092823,3.4469158956521724e-05,0.002026020565333334
,,,,,,,,,,,,,184,1.369021003056219,2.9499187199999998e-05,0.0023673609866666665
ten_samples,10,12066.96983575821,12066.92236495018," 0 0 20400 12720
",666900,0%,13290000,204.47975000000005,15.531820000000009,connect8,7.051025862068967,6.102089999999992,24,0.9924524018821634,0.000264263552,0.000264263552
,,,,,,,,,,,,,69,0.4929971465452734,9.609583709090908e-05,0.000726724768
,,,,,,,,,,,,,100,1.5328804710279123,9.19177572173913e-05,0.0007597577119999999
,,,,,,,,,,,,,85,0.17395400154778348,7.461559115294116e-05,0.0009359334133333331
,,,,,,,,,,,,,96,1.04935926673518,6.6065888e-05,0.001057054208
,,,,,,,,,,,,,66,0.8895968626350165,6.342325248000001e-05,0.001101098133333333
,,,,,,,,,,,,,152,1.4453035232425164,4.878711729230768e-05,0.0014314275733333332
,,,,,,,,,,,,,130,2.3943048184857454,4.172582399999999e-05,0.0016736691626666662
,,,,,,,,,,,,,215,2.319665215783974,3.4469158956521724e-05,0.002026020565333334
,,,,,,,,,,,,,184,0.728975879416688,2.9499187199999998e-05,0.0023673609866666665
ten_samples,10,3680.645279407501,3668.4067058563232," 0 0 2550 1590
",666900,21%,3420000,218.48911999999999,16.04591,connect8,7.534107586206896,7.43791,24,35.2669039760928,0.000264263552,0.000264263552
,,,,,,,,,,,,,69,81.83967949588965,9.609583709090908e-05,0.000726724768
,,,,,,,,,,,,,100,49.493389106057805,9.19177572173913e-05,0.0007597577119999999
,,,,,,,,,,,,,85,17.002850505030256,7.461559115294116e-05,0.0009359334133333331
,,,,,,,,,,,,,96,58.17700754176135,6.6065888e-05,0.001057054208
,,,,,,,,,,,,,66,30.77839994520552,6.342325248000001e-05,0.001101098133333333
,,,,,,,,,,,,,152,29.639824351378653,4.878711729230768e-05,0.0014314275733333332
,,,,,,,,,,,,,130,5.445456638613627,4.172582399999999e-05,0.0016736691626666662
,,,,,,,,,,,,,215,4.1393394483071475,3.4469158956521724e-05,0.002026020565333334
,,,,,,,,,,,,,184,21.902821395395787,2.9499187199999998e-05,0.0023673609866666665
