Name,Number of Samples,Runtime [s],Time to Best Design [s],Die Area,Design Area,% Area Utilization,Maximum X Coordinate,Total Wire Length,Max Wire Length,Max Wire Location,Mean Wire Length,Median Wire Length,Concentrations,Concentration Error [%],Required Volume [mL]
six_samples,6,1842.7925946712494,1832.3842329978943," 0 0 2550 1590
",256500,8%,2820000," 9083 um.
",9.949909999999996,connect3,5.5422682352941175,5.61391,100,3.226066735478681,2.9499187199999998e-05
,,,,,,,,,,,,,100,2.0150759596984686,2.9499187199999998e-05
,,,,,,,,,,,,,100,3.185517536289659,2.9499187199999998e-05
,,,,,,,,,,,,,100,2.675333946493317,2.9499187199999998e-05
,,,,,,,,,,,,,100,3.384911932301751,2.9499187199999998e-05
,,,,,,,,,,,,,100,1.6637489667250291,2.9499187199999998e-05
six_samples,6,1528.3744313716888,1528.3306930065155," 0 0 2550 1590
",274500,9%,2670000," 10103 um.
",10.695999999999994,connect3,6.330728235294118,6.471820000000003,50,1.9105279791052903,5.8998374399999996e-05
,,,,,,,,,,,,,100,0.8296491582965029,0.00011799674879999999
,,,,,,,,,,,,,100,0.7525501575255185,0.00011799674879999999
,,,,,,,,,,,,,100,0.08928645089287073,0.00011799674879999999
,,,,,,,,,,,,,100,1.1594599615945824,0.00011799674879999999
,,,,,,,,,,,,,100,1.4672944146729252,0.00011799674879999999
six_samples,6,1817.9739973545074,1807.2298049926758," 0 0 2550 1590
",609300,19%,2010000," 8093 um.
",8.719819999999999,connect9,4.907904705882353,4.789910000000001,21,2.570101333333334,0.00030622965759999994
,,,,,,,,,,,,,93,4.436252053187408,0.0004666356687238096
,,,,,,,,,,,,,49,1.7753395428571506,0.0007145358677333333
,,,,,,,,,,,,,32,3.4288787662031903,0.0013561599122285716
,,,,,,,,,,,,,218,1.6698971428571412,0.0021436076032000004
,,,,,,,,,,,,,147,2.5842399917531007,0.0031789554931809525
six_samples,6,1818.7464883327484,1805.0891749858856," 0 0 2550 1590
",1158300,36%,1770000," 8633 um.
",13.023819999999999,connect0,5.613460588235295,4.277909999999999,5,2.2372346011658113,0.0012507655372799996
,,,,,,,,,,,,,32,5.869647017418524,0.008004899438592
,,,,,,,,,,,,,58,0.905326496253802,0.014508880232448
,,,,,,,,,,,,,77,0.34851928476475097,0.014508880232448
,,,,,,,,,,,,,58,5.076126752745311,0.019261789274112
,,,,,,,,,,,,,212,1.0572721290374751,0.053032458780672
