Name,Number of Samples,Runtime [s],Time to Best Design [s],Die Area,Design Area,% Area Utilization,Total Wire Length,Max Wire Length,Max Wire Location,Mean Wire Length,Median Wire Length,Concentrations,Concentration Error [%]
nine_samples,9,1802.5375723838806,1800.9939827919006," 0 0 2550 1590
",388800,12%," 18051 um.
",15.305909999999995,connect8,6.981976538461538,6.626865000000001,100,91.57745949977459
,,,,,,,,,,,,100,92.59993889899938
,,,,,,,,,,,,100,91.82244176122443
,,,,,,,,,,,,100,74.33528906335289
,,,,,,,,,,,,100,46.86341824863418
,,,,,,,,,,,,100,10.075869280758699
,,,,,,,,,,,,100,2.874690928746914
,,,,,,,,,,,,100,146.84467286844668
,,,,,,,,,,,,100,263.3044427330444
nine_samples,9,1804.1624398231506,1802.6309850215912," 0 0 2550 1590
",388800,12%," 18051 um.
",15.305909999999995,connect8,6.981976538461538,6.626865000000001,99,91.50183646627261
,,,,,,,,,,,,100,92.60816158013986
,,,,,,,,,,,,100,91.83152836915743
,,,,,,,,,,,,100,74.36380676499269
,,,,,,,,,,,,100,46.9224617028264
,,,,,,,,,,,,100,10.175789733258638
,,,,,,,,,,,,100,2.982613071045917
,,,,,,,,,,,,100,146.5703879661303
,,,,,,,,,,,,100,262.9007519325577
nine_samples,9,1802.5799567699432,1800.5864005088806," 0 0 2550 1590
",388800,12%," 18051 um.
",15.305909999999995,connect8,6.981976538461538,6.626865000000001,98,91.42466949017422
,,,,,,,,,,,,100,92.61638324737828
,,,,,,,,,,,,100,91.84061385666142
,,,,,,,,,,,,100,74.39232095024208
,,,,,,,,,,,,100,46.981497876634016
,,,,,,,,,,,,100,10.275697865013901
,,,,,,,,,,,,100,3.0905219059476154
,,,,,,,,,,,,100,146.29613688466006
,,,,,,,,,,,,100,262.49711090938035
nine_samples,9,1801.5605623722076,1800.03569149971," 0 0 2550 1590
",388800,12%," 18051 um.
",15.305909999999995,connect8,6.981976538461538,6.626865000000001,97,91.34591219535292
,,,,,,,,,,,,100,92.62460583128937
,,,,,,,,,,,,100,91.84970035714952
,,,,,,,,,,,,100,74.42083831467335
,,,,,,,,,,,,100,47.040540632664865
,,,,,,,,,,,,100,10.375617136000999
,,,,,,,,,,,,100,3.1984427721175197
,,,,,,,,,,,,100,146.02185522563494
,,,,,,,,,,,,100,262.0934248823495
nine_samples,9,1802.4262733459473,1800.872104883194," 0 0 2550 1590
",388800,12%," 18051 um.
",15.305909999999995,connect8,6.981976538461538,6.626865000000001,96,91.26551387558631
,,,,,,,,,,,,100,92.6328279445204
,,,,,,,,,,,,100,91.85878633750494
,,,,,,,,,,,,100,74.44935404670346
,,,,,,,,,,,,100,47.09958000894925
,,,,,,,,,,,,100,10.475530687373597
,,,,,,,,,,,,100,3.306357460642763
,,,,,,,,,,,,100,145.74758926713827
,,,,,,,,,,,,100,261.68976196325787
nine_samples,9,1814.916897535324,1802.0669276714325," 0 0 2550 1590
",406800,13%," 16640 um.
",15.533909999999999,connect8,6.617969615384614,6.427910000000001,50,71.25471167745287
,,,,,,,,,,,,100,87.42939636570604
,,,,,,,,,,,,100,75.20948275290517
,,,,,,,,,,,,100,23.93454694065453
,,,,,,,,,,,,100,1.5240814347591833
,,,,,,,,,,,,100,87.9516190204838
,,,,,,,,,,,,100,74.71002760289973
,,,,,,,,,,,,100,55.082683749173164
,,,,,,,,,,,,100,2.9323622706763746
nine_samples,9,1814.5793623924255,1801.4521243572235," 0 0 2550 1590
",406800,13%," 16640 um.
",15.533909999999999,connect8,6.617969615384614,6.427910000000001,49,70.70258161835336
,,,,,,,,,,,,100,87.44418516927743
,,,,,,,,,,,,100,75.23864778751023
,,,,,,,,,,,,100,24.024034850431246
,,,,,,,,,,,,100,1.404642484826029
,,,,,,,,,,,,100,87.73050159004964
,,,,,,,,,,,,100,74.50448836585583
,,,,,,,,,,,,100,54.9002352833703
,,,,,,,,,,,,100,2.81126653565464
nine_samples,9,1813.1516761779785,1800.0812358856201," 0 0 2550 1590
",406800,13%," 16640 um.
",15.533909999999999,connect8,6.617969615384614,6.427910000000001,48,70.1274432780714
,,,,,,,,,,,,100,87.45897431179077
,,,,,,,,,,,,100,75.26781349054349
,,,,,,,,,,,,100,24.113524811165252
,,,,,,,,,,,,100,1.2852007974930928
,,,,,,,,,,,,100,87.50937909186491
,,,,,,,,,,,,100,74.29894441809518
,,,,,,,,,,,,100,54.7177826360639
,,,,,,,,,,,,100,2.6901680252615643
nine_samples,9,1817.19673037529,1804.0919907093048," 0 0 2550 1590
",406800,13%," 16640 um.
",15.533909999999999,connect8,6.617969615384614,6.427910000000001,47,69.527832962936
,,,,,,,,,,,,100,87.47376260706609
,,,,,,,,,,,,100,75.29697752273665
,,,,,,,,,,,,100,24.20300964521286
,,,,,,,,,,,,100,1.1657659527162234
,,,,,,,,,,,,100,87.2882692613101
,,,,,,,,,,,,100,74.09341224550296
,,,,,,,,,,,,100,54.53534044107528
,,,,,,,,,,,,100,2.5690764523403664
nine_samples,9,1819.4444217681885,1806.4141528606415," 0 0 2550 1590
",406800,13%," 16640 um.
",15.533909999999999,connect8,6.617969615384614,6.427910000000001,46,71.70588496017916
,,,,,,,,,,,,100,89.22829191500644
,,,,,,,,,,,,100,78.7888084521491
,,,,,,,,,,,,100,39.47463053276597
,,,,,,,,,,,,100,8.326551938350956
,,,,,,,,,,,,100,94.13290541525444
,,,,,,,,,,,,100,95.51847321365197
,,,,,,,,,,,,100,45.26850644030187
,,,,,,,,,,,,100,2.770001110797998
nine_samples,9,1816.4190142154694,1804.7307631969452," 0 0 2550 1590
",923400,29%," 16760 um.
",16.671819999999993,connect8,6.934518461538461,5.728865000000001,22,26.66193479778654
,,,,,,,,,,,,25,3.929174612883689
,,,,,,,,,,,,57,1.3106748456696833
,,,,,,,,,,,,55,27.912565044404154
,,,,,,,,,,,,87,7.066371720054944
,,,,,,,,,,,,157,2.1998250485420376
,,,,,,,,,,,,239,3.4089676363384376
,,,,,,,,,,,,148,1.1211333125476115
,,,,,,,,,,,,184,4.749166883609206
nine_samples,9,1843.4976027011871,1831.9659221172333," 0 0 2550 1590
",923400,29%," 16760 um.
",16.671819999999993,connect8,6.934518461538461,5.728865000000001,21,25.141837941724702
,,,,,,,,,,,,25,0.10832720667648676
,,,,,,,,,,,,57,2.90414358224265
,,,,,,,,,,,,55,12.91636792439142
,,,,,,,,,,,,87,4.5658477212451
,,,,,,,,,,,,157,4.013378355181677
,,,,,,,,,,,,239,5.315420878584291
,,,,,,,,,,,,148,0.7055947393698043
,,,,,,,,,,,,184,1.640725903584174
nine_samples,9,1847.583036184311,1835.161985874176," 0 0 2550 1590
",923400,29%," 16760 um.
",16.671819999999993,connect8,6.934518461538461,5.728865000000001,20,19.81160888855192
,,,,,,,,,,,,25,0.5116402852859437
,,,,,,,,,,,,57,5.592900052240581
,,,,,,,,,,,,55,15.773902074929957
,,,,,,,,,,,,87,1.4838840719025315
,,,,,,,,,,,,157,7.087763130423302
,,,,,,,,,,,,239,6.0634661533185845
,,,,,,,,,,,,148,7.012995904234972
,,,,,,,,,,,,184,1.0117779966607967
nine_samples,9,1832.5543949604034,1820.4728157520294," 0 0 2550 1590
",923400,29%," 16760 um.
",16.671819999999993,connect8,6.934518461538461,5.728865000000001,19,15.678030771495132
,,,,,,,,,,,,25,0.4082267013378464
,,,,,,,,,,,,57,5.484254794621151
,,,,,,,,,,,,55,15.654799797691307
,,,,,,,,,,,,87,1.3794760729410807
,,,,,,,,,,,,157,7.183357401667056
,,,,,,,,,,,,239,6.160110602466533
,,,,,,,,,,,,148,6.902896888720809
,,,,,,,,,,,,184,1.1136183766830106
nine_samples,9,1822.4616785049438,1809.8595743179321," 0 0 2550 1590
",923400,29%," 16760 um.
",16.671819999999993,connect8,6.934518461538461,5.728865000000001,18,15.35128120840451
,,,,,,,,,,,,25,4.686780842115064
,,,,,,,,,,,,57,0.17054822460895552
,,,,,,,,,,,,55,9.83085175014367
,,,,,,,,,,,,87,9.247691734440313
,,,,,,,,,,,,157,1.9474152514934557
,,,,,,,,,,,,239,9.6374078214251
,,,,,,,,,,,,148,1.2844044242122017
,,,,,,,,,,,,184,2.4442039962782838
nine_samples,9,1825.0019919872284,1812.3946211338043," 0 0 2550 1590
",1436400,45%," 18470 um.
",18.951819999999998,connect1,7.142364615384616,6.370865,5,11.089696718181962
,,,,,,,,,,,,15,11.881889898845145
,,,,,,,,,,,,69,6.686615012549332
,,,,,,,,,,,,71,4.157073049502998
,,,,,,,,,,,,86,12.899172536773381
,,,,,,,,,,,,61,6.504689210366957
,,,,,,,,,,,,94,1.9216098539014566
,,,,,,,,,,,,209,5.275768690200051
,,,,,,,,,,,,220,2.0027632209191415
nine_samples,9,1859.0296301841736,1847.16570687294," 0 0 2550 1590
",1638000,51%," 18560 um.
",19.693910000000002,connect1,7.049581538461538,6.004000000000001,4,14.71652860361153
,,,,,,,,,,,,15,19.056092901052228
,,,,,,,,,,,,69,15.40491471968316
,,,,,,,,,,,,71,22.506236422872185
,,,,,,,,,,,,86,2.1880600420151275
,,,,,,,,,,,,61,16.34773820374024
,,,,,,,,,,,,94,2.6929922956799395
,,,,,,,,,,,,209,0.5869070042090284
,,,,,,,,,,,,220,2.149274787043085
nine_samples,9,1819.491019487381,1805.9760131835938," 0 0 2550 1590
",1764000,55%," 16460 um.
",15.277910000000002,soln2,6.289661923076922,5.416955,3,33.672422368134164
,,,,,,,,,,,,15,2.5132430334832088
,,,,,,,,,,,,69,32.76704750140828
,,,,,,,,,,,,71,35.51281342051254
,,,,,,,,,,,,86,22.04339862988155
,,,,,,,,,,,,61,21.92296133634584
,,,,,,,,,,,,94,40.32428972354225
,,,,,,,,,,,,209,0.7279712581788934
,,,,,,,,,,,,220,18.61689786936025
nine_samples,9,1819.1665284633636,1806.6637198925018," 0 0 2550 1590
",1764000,55%," 16460 um.
",15.277910000000002,soln2,6.289661923076922,5.416955,2,0.6287614022610185
,,,,,,,,,,,,15,2.6310042259694586
,,,,,,,,,,,,69,32.848244143416444
,,,,,,,,,,,,71,35.59069972589145
,,,,,,,,,,,,86,22.137552229126058
,,,,,,,,,,,,61,22.017263143601912
,,,,,,,,,,,,94,40.154809994558526
,,,,,,,,,,,,209,0.6063184065506813
,,,,,,,,,,,,220,18.47363732674961
nine_samples,9,1815.5907139778137,1802.9608964920044," 0 0 2550 1590
",1764000,55%," 16460 um.
",15.277910000000002,soln2,6.289661923076922,5.416955,1,98.50280097468303
,,,,,,,,,,,,15,2.7487490232552143
,,,,,,,,,,,,69,32.929444705935886
,,,,,,,,,,,,71,35.668582946739406
,,,,,,,,,,,,86,22.2317048569496
,,,,,,,,,,,,61,22.111554376445856
,,,,,,,,,,,,94,39.98534552942868
,,,,,,,,,,,,209,0.48466914332297406
,,,,,,,,,,,,220,18.33038032080562
