Name,Number of Samples,Runtime [s],Time to Best Design [s],Die Area,Design Area,% Area Utilization,Maximum X Coordinate,Total Wire Length,Max Wire Length,Max Wire Location,Mean Wire Length,Median Wire Length,Concentrations,Concentration Error [%],Channel Volume [mL],Required Volume [mL]
cocaine,3,576.314736366272,576.2750489711761," 0 0 2550 1590
",287100,9%,1800000," 2366 um.
",7.09582,connect0,3.4488875,3.1219099999999997,9e-06,1.9268316026017547,0.00047936179199999985,0.00047936179199999985
,,,,,,,,,,,,,0.00013,2.544729434368286,4.357834472727272e-06,0.05272979711999996
,,,,,,,,,,,,,5.4999999999999995e-05,0.9432187516102912,1.8436991999999999e-06,0.12463406591999994
