Name,Number of Samples,Runtime [s],Time to Best Design [s],Die Area,Design Area,% Area Utilization,Maximum X Coordinate,Total Wire Length,Max Wire Length,Max Wire Location,Mean Wire Length,Median Wire Length,Concentrations,Concentration Error [%],Required Volume [mL]
five_samples,5,1354.5966794490814,1354.552092552185," 0 0 2550 1590
",212400,7%,2400000," 7854 um.
",8.51982,connect0,5.496592142857144,5.56982,100,2.509463999999989,2.9499187199999998e-05
,,,,,,,,,,,,,100,0.5043130000000062,2.9499187199999998e-05
,,,,,,,,,,,,,100,0.01811100000000121,2.9499187199999998e-05
,,,,,,,,,,,,,100,0.8481490000000064,2.9499187199999998e-05
,,,,,,,,,,,,,100,1.1751130000000054,2.9499187199999998e-05
five_samples,5,1201.7256519794464,1201.682609319687," 0 0 2550 1590
",230400,7%,2400000," 6804 um.
",10.059819999999995,connect2,4.930890714285712,4.561910000000001,50,2.741929227419295,5.8998374399999996e-05
,,,,,,,,,,,,,100,0.4839295548392976,0.00011799674879999999
,,,,,,,,,,,,,100,1.1986294619862967,0.00011799674879999999
,,,,,,,,,,,,,100,0.14115690141157333,0.00011799674879999999
,,,,,,,,,,,,,100,0.452756254527561,0.00011799674879999999
five_samples,5,806.178391456604,806.1461877822876," 0 0 2550 1590
",676800,21%,2160000," 6414 um.
",9.124,connect7,5.042208571428573,5.5469550000000005,9,1.3345496478778698,0.0007145358677333331
,,,,,,,,,,,,,60,1.5296315705864045,0.004763572451555553
,,,,,,,,,,,,,79,1.794441880871945,0.006272037061214812
,,,,,,,,,,,,,218,1.9115788303203607,0.014608288851437033
,,,,,,,,,,,,,184,2.629625411654798,0.01730764657398518
five_samples,5,1863.655413866043,1850.9498705863953," 0 0 2550 1590
",1069200,33%,2970000," 6025 um.
",10.663999999999998,soln1,4.442767142857143,4.146865000000001,5,1.810634302298512,0.00125666537472
,,,,,,,,,,,,,37,0.3104755181425459,0.009299323772928
,,,,,,,,,,,,,51,3.3903356047816726,0.012817986822144002
,,,,,,,,,,,,,82,0.3992993098663141,0.020609312145407996
,,,,,,,,,,,,,213,0.8690558832394785,0.053533944963072004
