Name,Number of Samples,Runtime [s],Time to Best Design [s],Die Area,Design Area,% Area Utilization,Total Wire Length,Max Wire Length,Max Wire Location,Mean Wire Length,Median Wire Length,Concentrations,Concentration Error [%]
ten_samples,10,1814.8858416080475,1801.11780667305," 0 0 2550 1590
",432900,13%," 20629 um.
",19.757910000000003,connect6,7.042791034482759,6.6139100000000015,100,92.22349708
,,,,,,,,,,,,100,93.50843642000001
,,,,,,,,,,,,100,92.87799661999999
,,,,,,,,,,,,100,78.5631491
,,,,,,,,,,,,100,58.7267403
,,,,,,,,,,,,100,21.9691157
,,,,,,,,,,,,100,36.2897276
,,,,,,,,,,,,100,125.86964299999998
,,,,,,,,,,,,100,154.35673699999998
,,,,,,,,,,,,100,193.932283
ten_samples,10,1817.007030248642,1803.753476858139," 0 0 2550 1590
",432900,13%," 20629 um.
",19.757910000000003,connect6,7.042791034482759,6.6139100000000015,99,92.15280167024727
,,,,,,,,,,,,100,93.51492797709493
,,,,,,,,,,,,100,92.88511861626512
,,,,,,,,,,,,100,78.58458592948459
,,,,,,,,,,,,100,58.76801351846801
,,,,,,,,,,,,100,22.04714650634714
,,,,,,,,,,,,100,36.353437808753434
,,,,,,,,,,,,100,125.64377358264377
,,,,,,,,,,,,100,154.10238051710238
,,,,,,,,,,,,100,193.6383510106384
ten_samples,10,1818.4941320419312,1805.5365941524506," 0 0 2550 1590
",450900,14%," 20390 um.
",17.24591,connect9,6.8775496551724125,6.783999999999998,50,86.49909491601811
,,,,,,,,,,,,100,93.83723629425528
,,,,,,,,,,,,100,91.75659132786818
,,,,,,,,,,,,100,75.51899410962012
,,,,,,,,,,,,100,58.46992271560154
,,,,,,,,,,,,100,17.27789912444201
,,,,,,,,,,,,100,73.18037668639246
,,,,,,,,,,,,100,81.43251257134976
,,,,,,,,,,,,100,80.09621504807572
,,,,,,,,,,,,100,145.40106814197864
ten_samples,10,1821.7851598262787,1808.0642161369324," 0 0 2550 1590
",450900,14%," 20390 um.
",17.24591,connect9,6.8775496551724125,6.783999999999998,49,86.23806795227111
,,,,,,,,,,,,100,93.84372340902051
,,,,,,,,,,,,100,91.76526859356684
,,,,,,,,,,,,100,75.54476356994054
,,,,,,,,,,,,100,58.513638553238145
,,,,,,,,,,,,100,17.364974953992483
,,,,,,,,,,,,100,72.99808169143681
,,,,,,,,,,,,100,81.24153112416259
,,,,,,,,,,,,100,79.9066402287925
,,,,,,,,,,,,100,145.14275142425913
ten_samples,10,1863.5154447555542,1849.4500985145569," 0 0 2550 1590
",1014300,32%," 22699 um.
",15.475819999999999,connect7,7.351066896551726,7.151820000000001,11,3.3533093373345277
,,,,,,,,,,,,77,63.33998162106403
,,,,,,,,,,,,64,41.14292644285367
,,,,,,,,,,,,86,20.92017055859159
,,,,,,,,,,,,96,16.1696909025389
,,,,,,,,,,,,95,1.177747047290526
,,,,,,,,,,,,211,11.748367650679373
,,,,,,,,,,,,153,20.880195320317355
,,,,,,,,,,,,114,2.4744282448849737
,,,,,,,,,,,,248,5.777714376969937
ten_samples,10,1851.23534989357,1837.2485020160675," 0 0 2550 1590
",1014300,32%," 22699 um.
",15.475819999999999,connect7,7.351066896551726,7.151820000000001,10,4.836174212481439
,,,,,,,,,,,,77,67.97566863032996
,,,,,,,,,,,,64,50.28192623272672
,,,,,,,,,,,,86,1.4661827023458267
,,,,,,,,,,,,96,15.611125579976068
,,,,,,,,,,,,95,1.616665490628492
,,,,,,,,,,,,211,37.05397470492779
,,,,,,,,,,,,153,18.15931038165571
,,,,,,,,,,,,114,1.7902280703222486
,,,,,,,,,,,,248,3.524606816380181
ten_samples,10,1840.9757373332977,1828.638953447342," 0 0 2550 1590
",1671300,52%," 21078 um.
",17.58590999999999,connect9,7.058173448275862,6.925910000000002,5,6.124447250326587
,,,,,,,,,,,,19,0.5409801401981231
,,,,,,,,,,,,56,5.826195349963099
,,,,,,,,,,,,73,0.9794445413036552
,,,,,,,,,,,,84,1.7791280515394174
,,,,,,,,,,,,58,0.7614466530857061
,,,,,,,,,,,,66,9.411501841855083
,,,,,,,,,,,,78,3.2676009260531527
,,,,,,,,,,,,236,1.1602179575240803
,,,,,,,,,,,,236,1.324744559071738
ten_samples,10,1857.812463760376,1845.6863949298859," 0 0 2550 1590
",1872900,58%," 21558 um.
",17.52781999999999,connect9,7.1819634482758605,6.925910000000002,4,18.331498088998085
,,,,,,,,,,,,19,19.357480583472856
,,,,,,,,,,,,56,9.886461084661521
,,,,,,,,,,,,73,7.009585752286064
,,,,,,,,,,,,84,7.785136997057815
,,,,,,,,,,,,58,8.424373888833895
,,,,,,,,,,,,66,0.69526201523691
,,,,,,,,,,,,78,2.8760886552355496
,,,,,,,,,,,,236,4.954403601810829
,,,,,,,,,,,,236,16.469124818298837
