Name,Number of Samples,Runtime [s],Time to Best Design [s],Die Area,Design Area,% Area Utilization,Maximum X Coordinate,Total Wire Length,Max Wire Length,Max Wire Location,Mean Wire Length,Median Wire Length,Concentrations,Concentration Error [%]
seven_samples,7,1845.725205898285,1833.641744852066," 0 0 2550 1590
",837000,26%,2040000," 11183 um.
",12.02591,connect7,5.6186145,4.644865,8,0.0929295497777558
,,,,,,,,,,,,,61,10.330798707055704
,,,,,,,,,,,,,46,10.349619022851247
,,,,,,,,,,,,,53,4.591678042819949
,,,,,,,,,,,,,179,2.790333874781841
,,,,,,,,,,,,,113,1.95898206118544
,,,,,,,,,,,,,192,1.6317892513250651
seven_samples,7,1834.1199145317078,1822.361071586609," 0 0 2550 1590
",1384200,43%,1980000," 9592 um.
",11.573909999999998,soln1,5.334328,4.219910000000001,5,2.793635615425298
,,,,,,,,,,,,,30,0.6425776276764084
,,,,,,,,,,,,,63,6.773928183693477
,,,,,,,,,,,,,61,2.0283536715785164
,,,,,,,,,,,,,52,1.79120997663122
,,,,,,,,,,,,,56,3.928161882528774
,,,,,,,,,,,,,230,0.32977657084088624
