Name,Number of Samples,Runtime [s],Time to Best Design [s],Die Area,Design Area,% Area Utilization,Maximum X Coordinate,Total Wire Length,Max Wire Length,Max Wire Location,Mean Wire Length,Median Wire Length,Concentrations,Concentration Error [%],Required Volume [mL]
cocaine,3,533.9884023666382,533.9541099071503," 0 0 2550 1590
",287100,9%,1800000," 2366 um.
",7.09582,connect0,3.4488875,3.1219099999999997,9e-06,1.9268316026017547,0.00047936179199999985
,,,,,,,,,,,,,0.00013,2.544729434368286,0.05272979711999996
,,,,,,,,,,,,,5.4999999999999995e-05,0.9432187516102912,0.12463406591999994
