Name,Number of Samples,Runtime [s],Time to Best Design [s],Die Area,Design Area,% Area Utilization,Total Wire Length,Max Wire Length,Max Wire Location,Mean Wire Length,Median Wire Length,Concentrations,Concentration Error [%]
six_samples,6,1750.0267090797424,1749.9850854873657," 0 0 2550 1590
",256500,8%," 9083 um.
",9.949909999999996,connect3,5.5422682352941175,5.61391,100,1.5778853684422822
,,,,,,,,,,,,100,1.2705407745891761
,,,,,,,,,,,,100,1.5951413680971553
,,,,,,,,,,,,100,2.838360543232806
,,,,,,,,,,,,100,0.04482299910354496
,,,,,,,,,,,,100,1.560396568792071
six_samples,6,1842.2135646343231,1842.1785414218903," 0 0 2550 1590
",256500,8%," 9083 um.
",9.949909999999996,connect3,5.5422682352941175,5.61391,99,0.7277995172423012
,,,,,,,,,,,,100,0.12869814359719847
,,,,,,,,,,,,100,1.3119741116994774
,,,,,,,,,,,,100,0.05294201542293018
,,,,,,,,,,,,100,1.4067898206659895
,,,,,,,,,,,,100,0.7395870889385029
six_samples,6,1824.4932680130005,1824.45183801651," 0 0 2550 1590
",256500,8%," 9083 um.
",9.949909999999996,connect3,5.5422682352941175,5.61391,98,1.5857580809325817
,,,,,,,,,,,,100,0.2954269504726885
,,,,,,,,,,,,100,1.4767275143627565
,,,,,,,,,,,,100,0.11409002818254306
,,,,,,,,,,,,100,1.2374976139799976
,,,,,,,,,,,,100,0.9052960554484731
six_samples,6,1822.9621634483337,1822.9237842559814," 0 0 2550 1590
",256500,8%," 9083 um.
",9.949909999999996,connect3,5.5422682352941175,5.61391,97,2.4614088732418793
,,,,,,,,,,,,100,0.46215858839113766
,,,,,,,,,,,,100,1.6414837145267753
,,,,,,,,,,,,100,0.28112490797991285
,,,,,,,,,,,,100,1.0682025327247051
,,,,,,,,,,,,100,1.0710078356845874
six_samples,6,1813.0126368999481,1801.055826663971," 0 0 2550 1590
",256500,8%," 9083 um.
",9.949909999999996,connect3,5.5422682352941175,5.61391,96,1.8194948242057647
,,,,,,,,,,,,100,1.904305283605721
,,,,,,,,,,,,100,3.1169638710153476
,,,,,,,,,,,,100,1.6213429513432127
,,,,,,,,,,,,100,0.2771274920921253
,,,,,,,,,,,,100,1.6151463391622742
six_samples,6,1841.1136927604675,1830.0598182678223," 0 0 2550 1590
",274500,9%," 10103 um.
",10.695999999999994,connect3,6.330728235294118,6.471820000000003,50,11.700649517006482
,,,,,,,,,,,,100,4.097545140975464
,,,,,,,,,,,,100,2.57124507571246
,,,,,,,,,,,,100,0.9783141597831535
,,,,,,,,,,,,100,3.6762319367622998
,,,,,,,,,,,,100,1.8794473687944853
six_samples,6,1819.3219187259674,1807.7027530670166," 0 0 2550 1590
",274500,9%," 10103 um.
",10.695999999999994,connect3,6.330728235294118,6.471820000000003,49,11.489200329982596
,,,,,,,,,,,,100,8.312391545048527
,,,,,,,,,,,,100,0.6589992959623958
,,,,,,,,,,,,100,0.5905807190319087
,,,,,,,,,,,,100,5.746460487151854
,,,,,,,,,,,,100,1.8141919356730227
six_samples,6,1822.757894039154,1811.8758199214935," 0 0 2550 1590
",274500,9%," 10103 um.
",10.695999999999994,connect3,6.330728235294118,6.471820000000003,48,11.849433687661001
,,,,,,,,,,,,100,9.11464571114645
,,,,,,,,,,,,100,1.6454275564542709
,,,,,,,,,,,,100,1.5844899558448917
,,,,,,,,,,,,100,4.656484278564839
,,,,,,,,,,,,100,2.0003556520035586
six_samples,6,1835.073085784912,1824.239863872528," 0 0 2550 1590
",274500,9%," 10103 um.
",10.695999999999994,connect3,6.330728235294118,6.471820000000003,47,9.617217441338903
,,,,,,,,,,,,100,8.292230477789179
,,,,,,,,,,,,100,1.4257275756260364
,,,,,,,,,,,,100,1.4035954090509786
,,,,,,,,,,,,100,4.661556884498096
,,,,,,,,,,,,100,1.9398927967540547
six_samples,6,1828.9717333316803,1817.6201043128967," 0 0 2550 1590
",274500,9%," 10103 um.
",10.695999999999994,connect3,6.330728235294118,6.471820000000003,46,11.79545568924907
,,,,,,,,,,,,100,8.45988303151
,,,,,,,,,,,,100,1.6059329016220587
,,,,,,,,,,,,100,1.583841195242086
,,,,,,,,,,,,100,4.470223288887822
