Name,Number of Samples,Runtime [s],Time to Best Design [s],Die Area,Design Area,% Area Utilization,Total Wire Length,Max Wire Length,Max Wire Location,Mean Wire Length,Median Wire Length,Concentrations,Concentration Error [%]
eight_samples,8,1813.9465527534485,1801.4272830486298," 0 0 2550 1590
",344700,11%," 13550 um.
",13.25182,connect6,5.8704082608695645,5.50191,100,82.3535524
,,,,,,,,,,,,100,74.72071607999999
,,,,,,,,,,,,100,76.83502976000001
,,,,,,,,,,,,100,55.458842080000004
,,,,,,,,,,,,100,18.3657568
,,,,,,,,,,,,100,0.9209743999999964
,,,,,,,,,,,,100,120.24766800000002
,,,,,,,,,,,,100,188.40720320000003
eight_samples,8,1813.320832490921,1800.7638285160065," 0 0 2550 1590
",344700,11%," 13550 um.
",13.25182,connect6,5.8704082608695645,5.50191,99,82.1975861644836
,,,,,,,,,,,,100,74.75231608119277
,,,,,,,,,,,,100,76.86398679412848
,,,,,,,,,,,,100,55.51452010663455
,,,,,,,,,,,,100,18.467802498393013
,,,,,,,,,,,,100,1.0448266949086507
,,,,,,,,,,,,100,119.97235060598157
,,,,,,,,,,,,100,188.0466839703427
eight_samples,8,1813.3397006988525,1801.1129729747772," 0 0 2550 1590
",344700,11%," 13550 um.
",13.25182,connect6,5.8704082608695645,5.50191,98,82.03843762351696
,,,,,,,,,,,,100,74.78391364426818
,,,,,,,,,,,,100,76.89294159405932
,,,,,,,,,,,,100,55.570193837396964
,,,,,,,,,,,,100,18.56984032338791
,,,,,,,,,,,,100,1.1686694339179333
,,,,,,,,,,,,100,119.69705445424461
,,,,,,,,,,,,100,187.68619255676654
eight_samples,8,1821.7269582748413,1808.8685321807861," 0 0 2550 1590
",344700,11%," 13550 um.
",13.25182,connect6,5.8704082608695645,5.50191,97,81.876006931435
,,,,,,,,,,,,100,74.8155125056876
,,,,,,,,,,,,100,76.92189758374299
,,,,,,,,,,,,100,55.62586985579321
,,,,,,,,,,,,100,18.671882341117453
,,,,,,,,,,,,100,1.2925172616258616
,,,,,,,,,,,,100,119.42174699058768
,,,,,,,,,,,,100,187.3256863305967
eight_samples,8,1814.1646618843079,1800.9452471733093," 0 0 2550 1590
",344700,11%," 13550 um.
",13.25182,connect6,5.8704082608695645,5.50191,96,81.71019307808378
,,,,,,,,,,,,100,74.84711235874383
,,,,,,,,,,,,100,76.95085448212478
,,,,,,,,,,,,100,55.68154762141667
,,,,,,,,,,,,100,18.773927561133995
,,,,,,,,,,,,100,1.4163689759316622
,,,,,,,,,,,,100,119.14643088722003
,,,,,,,,,,,,100,186.96516879100494
eight_samples,8,1818.5640468597412,1806.3382692337036," 0 0 2550 1590
",362700,11%," 16101 um.
",15.731819999999994,connect12,7.0185900000000006,7.09791,50,78.29299978535002
,,,,,,,,,,,,100,92.60992247024807
,,,,,,,,,,,,100,90.41045896026148
,,,,,,,,,,,,100,76.09199372729985
,,,,,,,,,,,,100,50.225272180631805
,,,,,,,,,,,,100,3.943200848580022
,,,,,,,,,,,,100,122.01207080030176
,,,,,,,,,,,,100,222.52889356322237
eight_samples,8,1815.2693474292755,1801.5800108909607," 0 0 2550 1590
",362700,11%," 16101 um.
",15.731819999999994,connect12,7.0185900000000006,7.09791,49,77.87953175576608
,,,,,,,,,,,,100,92.61977617633256
,,,,,,,,,,,,100,90.42324536453268
,,,,,,,,,,,,100,76.12387194047547
,,,,,,,,,,,,100,50.291640298746145
,,,,,,,,,,,,100,3.8046061252470293
,,,,,,,,,,,,100,121.71604661326545
,,,,,,,,,,,,100,222.0988432818633
eight_samples,8,1813.2478733062744,1800.9076375961304," 0 0 2550 1590
",362700,11%," 16101 um.
",15.731819999999994,connect12,7.0185900000000006,7.09791,48,77.4488364859457
,,,,,,,,,,,,100,92.62962955150519
,,,,,,,,,,,,100,90.43603133940469
,,,,,,,,,,,,100,76.15574908310161
,,,,,,,,,,,,100,50.35800618805438
,,,,,,,,,,,,100,3.6660160562687456
,,,,,,,,,,,,100,121.42003236745589
,,,,,,,,,,,,100,221.66880744265978
eight_samples,8,1813.7856533527374,1801.2761454582214," 0 0 2550 1590
",362700,11%," 16101 um.
",15.731819999999994,connect12,7.0185900000000006,7.09791,47,76.99981563404248
,,,,,,,,,,,,100,92.63948304313753
,,,,,,,,,,,,100,90.44881746539765
,,,,,,,,,,,,100,76.1876266024924
,,,,,,,,,,,,100,50.42437286175922
,,,,,,,,,,,,100,3.527424349256556
,,,,,,,,,,,,100,121.12401462297302
,,,,,,,,,,,,100,221.2387665207452
eight_samples,8,1820.5983457565308,1807.8676252365112," 0 0 2550 1590
",362700,11%," 16101 um.
",15.731819999999994,connect12,7.0185900000000006,7.09791,46,76.53127167048856
,,,,,,,,,,,,100,92.649336544913
,,,,,,,,,,,,100,90.46160360455258
,,,,,,,,,,,,100,76.21950415469773
,,,,,,,,,,,,100,50.490739603781506
,,,,,,,,,,,,100,3.3888324995788817
,,,,,,,,,,,,100,120.82799657377126
,,,,,,,,,,,,100,220.80872515614897
eight_samples,8,1813.355103969574,1801.1439604759216," 0 0 2550 1590
",1565100,49%," 13072 um.
",14.677909999999999,connect0,5.901985217391305,6.1859100000000025,1,14.391197437249096
,,,,,,,,,,,,88,8.768994033805047
,,,,,,,,,,,,44,3.9632096861360178
,,,,,,,,,,,,58,4.7581427398769955
,,,,,,,,,,,,92,2.657542916884841
,,,,,,,,,,,,157,3.8838789781352014
,,,,,,,,,,,,135,8.879367415858487
,,,,,,,,,,,,236,1.7947773456224516
eight_samples,8,1826.1256520748138,1814.3441524505615," 0 0 2550 1590
",652500,20%," 14121 um.
",16.215819999999997,connect7,6.183202608695653,6.039819999999998,14,6.60622976732882
,,,,,,,,,,,,86,15.204617312912802
,,,,,,,,,,,,32,0.0862127877583428
,,,,,,,,,,,,81,2.596435653588273
,,,,,,,,,,,,68,1.76670214877531
,,,,,,,,,,,,127,0.6088155561512759
,,,,,,,,,,,,153,0.1813945779674776
,,,,,,,,,,,,166,3.393796228823328
eight_samples,8,1821.4582476615906,1809.8114361763," 0 0 2550 1590
",652500,20%," 14121 um.
",16.215819999999997,connect7,6.183202608695653,6.039819999999998,13,16.928277358745554
,,,,,,,,,,,,86,10.166450946329753
,,,,,,,,,,,,32,10.513770992477244
,,,,,,,,,,,,81,4.494717901949659
,,,,,,,,,,,,68,7.515313957012356
,,,,,,,,,,,,127,6.789310741890239
,,,,,,,,,,,,153,1.6336703618327182
,,,,,,,,,,,,166,3.0594746191714517
eight_samples,8,1840.4604437351227,1828.5324251651764," 0 0 2550 1590
",652500,20%," 14121 um.
",16.215819999999997,connect7,6.183202608695653,6.039819999999998,12,10.326498394124615
,,,,,,,,,,,,86,7.385845688730755
,,,,,,,,,,,,32,5.020222916184664
,,,,,,,,,,,,81,1.8090423430424434
,,,,,,,,,,,,68,0.2202558423829726
,,,,,,,,,,,,127,5.714800635556728
,,,,,,,,,,,,153,3.04763847121096
,,,,,,,,,,,,166,0.9526268409322072
eight_samples,8,1849.1705839633942,1837.7142913341522," 0 0 2550 1590
",753300,23%," 14361 um.
",16.215819999999997,connect7,6.349372608695651,6.039819999999998,11,3.351842942020098
,,,,,,,,,,,,86,5.254151800157941
,,,,,,,,,,,,32,7.814748625597748
,,,,,,,,,,,,81,9.50006279135973
,,,,,,,,,,,,68,0.04964030248719607
,,,,,,,,,,,,127,2.6833795135130325
,,,,,,,,,,,,153,2.7603133680162615
,,,,,,,,,,,,166,2.4232480410457398
eight_samples,8,1852.8652622699738,1841.574952840805," 0 0 2550 1590
",753300,23%," 14361 um.
",16.215819999999997,connect7,6.349372608695651,6.039819999999998,10,19.043243348762132
,,,,,,,,,,,,86,18.355406898730074
,,,,,,,,,,,,32,9.974650344445706
,,,,,,,,,,,,81,21.13838308644224
,,,,,,,,,,,,68,13.488820654126721
,,,,,,,,,,,,127,2.063677742837216
,,,,,,,,,,,,153,6.248270825022381
,,,,,,,,,,,,166,15.005598241350398
eight_samples,8,1811.5282742977142,1800.2591831684113," 0 0 2550 1590
",1237500,39%," 12921 um.
",11.771819999999998,connect0,6.01529347826087,6.532000000000001,5,3.471830542422761
,,,,,,,,,,,,46,2.970466391399861
,,,,,,,,,,,,78,2.714045574736838
,,,,,,,,,,,,67,4.312413241787719
,,,,,,,,,,,,57,4.895024246153845
,,,,,,,,,,,,81,6.422034014814814
,,,,,,,,,,,,210,3.229549348571429
,,,,,,,,,,,,224,2.4470588291764734
eight_samples,8,1847.1499483585358,1835.2373263835907," 0 0 2550 1590
",1439100,45%," 13401 um.
",13.59582,connect0,6.215898260869566,6.532000000000001,4,5.2711032536164035
,,,,,,,,,,,,46,9.300831761539017
,,,,,,,,,,,,78,8.016390791101337
,,,,,,,,,,,,67,2.5939845217102144
,,,,,,,,,,,,57,0.6778706350327037
,,,,,,,,,,,,81,2.524163813773911
,,,,,,,,,,,,210,3.065859733960567
,,,,,,,,,,,,224,2.9990915159049454
eight_samples,8,1816.423513174057,1803.4117767810822," 0 0 2550 1590
",1565100,49%," 13012 um.
",14.219819999999999,connect0,5.844850869565218,6.1859100000000025,3,1.0624874567529234
,,,,,,,,,,,,46,1.388102887786672
,,,,,,,,,,,,78,15.887983112521514
,,,,,,,,,,,,67,13.890803266498514
,,,,,,,,,,,,57,5.461532659881863
,,,,,,,,,,,,81,29.18149215469454
,,,,,,,,,,,,210,29.836570984270615
,,,,,,,,,,,,224,32.527333547175004
eight_samples,8,1817.8915395736694,1803.3920772075653," 0 0 2550 1590
",1565100,49%," 13012 um.
",14.219819999999999,connect0,5.844850869565218,6.1859100000000025,2,7.26855468600585
,,,,,,,,,,,,46,8.441887607532394
,,,,,,,,,,,,78,2.380626575296136
