Name,Number of Samples,Runtime [s],Time to Best Design [s],Die Area,Design Area,% Area Utilization,Maximum X Coordinate,Total Wire Length,Max Wire Length,Max Wire Location,Mean Wire Length,Median Wire Length,Concentrations,Concentration Error [%],Channel Volume [mL],Required Volume [mL]
ten_samples,10,3674.298220872879,3660.8656084537506," 0 0 2850 1900
",450900,9%,3930000,208.11458000000005,15.419819999999996,connect6,7.176364827586209,6.6998200000000026,50,45.906193581876124,5.8998374399999996e-05,5.8998374399999996e-05
,,,,,,,,,,,,,100,70.4277097514458,2.9499187199999998e-05,0.00011799674879999999
,,,,,,,,,,,,,100,51.2414595951708,2.9499187199999998e-05,0.00011799674879999999
,,,,,,,,,,,,,100,52.54154159916917,2.9499187199999998e-05,0.00011799674879999999
,,,,,,,,,,,,,100,40.67253823654923,2.9499187199999998e-05,0.00011799674879999999
,,,,,,,,,,,,,100,19.930420101391615,2.9499187199999998e-05,0.00011799674879999999
,,,,,,,,,,,,,100,9.188905216221906,2.9499187199999998e-05,0.00011799674879999999
,,,,,,,,,,,,,100,2.820248793595024,2.9499187199999998e-05,0.00011799674879999999
,,,,,,,,,,,,,100,13.028827939423445,2.9499187199999998e-05,0.00011799674879999999
,,,,,,,,,,,,,100,12.080263408394744,2.9499187199999998e-05,0.00011799674879999999
