Name,Number of Samples,Runtime [s],Time to Best Design [s],Die Area,Design Area,% Area Utilization,Maximum X Coordinate,Total Wire Length,Max Wire Length,Max Wire Location,Mean Wire Length,Median Wire Length,Concentrations,Concentration Error [%],Channel Volume [mL],Required Volume [mL]
ethyl,3,399.51718187332153,399.4806306362152," 0 0 2550 1590
",1080900,34%,1530000,47.65509999999999,14.309909999999995,soln1,5.956887499999999,4.202864999999998,4e-06,1.8613242700767405,0.0017422957439999999,0.0017422957439999999
,,,,,,,,,,,,,0.00020999999999999998,0.09861895163707138,4.301964799999999e-06,0.70562977632
,,,,,,,,,,,,,8.999999999999999e-05,0.07771760041450154,1.8436991999999999e-06,1.6464694780799998
